label,image_id,coverage_percent,mean_vv,std_vv,incidence_angle,orbit
S1A,S1A_IW_GRDH_1SDV_20250902T224344_20250902T224413_060815_079240_BE7B,0.17526940297039412,-12.50579644900678,3.65583308435141,,18
S1A,S1A_IW_GRDH_1SDV_20250902T224413_20250902T224438_060815_079240_8788,93.1769655488997,-8.038407589252778,4.735513245205874,,18
S1A,S1A_IW_GRDH_1SDV_20250905T105644_20250905T105709_060852_0793B5_9802,95.0978980721712,-8.439365493230559,4.706051919846736,,55
S1A,S1A_IW_GRDH_1SDV_20250905T105709_20250905T105734_060852_0793B5_B3E1,3.9177376370257986,-10.976503759831933,4.260484650463551,,55
S1A,S1A_IW_GRDH_1SDV_20250909T223608_20250909T223637_060917_079655_FC4A,27.51587699434027,-9.30903949561105,4.556927882434232,,120
S1A,S1A_IW_GRDH_1SDV_20250910T110445_20250910T110510_060925_0796AA_78D3,3.137966539221124,-9.139629871611376,4.821202704919946,,128
S1A,S1A_IW_GRDH_1SDV_20250910T110510_20250910T110535_060925_0796AA_A7F8,32.682963773232,-9.412457893887703,4.569999013842146,,128
S1A,S1A_IW_GRDH_1SDV_20250914T224344_20250914T224413_060990_079945_8F31,0.17637469735355787,-11.66850988027327,3.529155440768705,,18
S1A,S1A_IW_GRDH_1SDV_20250914T224413_20250914T224438_060990_079945_9981,93.14496006257029,-8.242235156198586,4.632217902100045,,18
S1A,S1A_IW_GRDH_1SDV_20250917T105644_20250917T105709_061027_079ABB_527E,95.13085911192486,-7.928561555699221,4.58598326068784,,55
S1A,S1A_IW_GRDH_1SDV_20250917T105709_20250917T105734_061027_079ABB_1E8E,3.9159201115836852,-10.490539690104763,4.16812170354534,,55
S1A,S1A_IW_GRDH_1SDV_20250921T223608_20250921T223637_061092_079D59_B718,27.482422271174727,-9.12354446577486,4.590029544291014,,120
S1A,S1A_IW_GRDH_1SDV_20250922T110445_20250922T110510_061100_079DAF_A63F,3.1713339796938222,-9.341634472074636,4.851903217523771,,128
S1A,S1A_IW_GRDH_1SDV_20250922T110510_20250922T110535_061100_079DAF_E8A6,32.783681709973855,-9.490858616245069,4.708939002046037,,128
S1A,S1A_IW_GRDH_1SDV_20250926T224344_20250926T224413_061165_07A04A_DF9D,0.1736520566331481,-11.108393718615934,3.546326091393644,,18
S1A,S1A_IW_GRDH_1SDV_20250926T224413_20250926T224438_061165_07A04A_2A62,93.21255982998912,-7.658753690816114,4.613869678733435,,18
S1A,S1A_IW_GRDH_1SDV_20250929T105645_20250929T105710_061202_07A1C8_A4A2,95.1573172682795,-8.360817271754035,5.195119990392257,,55
S1A,S1A_IW_GRDH_1SDV_20250929T105710_20250929T105735_061202_07A1C8_03BC,3.9087711431737207,-11.032670712913626,5.621399587579907,,55
S1A,S1A_IW_GRDH_1SDV_20251003T223608_20251003T223637_061267_07A46B_3BB7,27.418707232804312,-9.04884389386359,4.580934157949108,,120
S1A,S1A_IW_GRDH_1SDV_20251004T110445_20251004T110510_061275_07A4BF_084E,3.198917887810359,-9.051903407260253,4.849625784552396,,128
S1A,S1A_IW_GRDH_1SDV_20251004T110510_20251004T110535_061275_07A4BF_541F,32.86850783458142,-9.36259285098233,4.821210405659157,,128
S1A,S1A_IW_GRDH_1SDV_20251008T224345_20251008T224414_061340_07A75A_397A,0.18055517914551975,-11.237096854117803,3.5366137383042178,,18
S1A,S1A_IW_GRDH_1SDV_20251008T224414_20251008T224439_061340_07A75A_4C6B,93.0710106433869,-7.985259535198102,4.821321819004475,,18
S1A,S1A_IW_GRDH_1SDV_20251011T105645_20251011T105710_061377_07A8D5_A0FF,95.2625718021117,-8.266780560160568,4.821118931658334,,55
S1A,S1A_IW_GRDH_1SDV_20251011T105710_20251011T105735_061377_07A8D5_E2AA,3.8827520688235633,-10.766715152442934,4.517145507507449,,55
S1A,S1A_IW_GRDH_1SDV_20251015T223608_20251015T223637_061442_07AB74_3813,27.491427466821932,-8.40272050046154,4.521546171273795,,120
S1A,S1A_IW_GRDH_1SDV_20251016T110445_20251016T110510_061450_07ABC9_2093,3.140543888196384,-9.097843563555788,4.839665832493461,,128
S1A,S1A_IW_GRDH_1SDV_20251016T110510_20251016T110535_061450_07ABC9_E8A6,32.6566447807351,-9.228856951393249,4.847248597873991,,128
S1A,S1A_IW_GRDH_1SDV_20251020T224345_20251020T224414_061515_07AE61_5F18,0.17705951998711061,-12.014713706896144,3.290094910283759,,18
S1A,S1A_IW_GRDH_1SDV_20251020T224414_20251020T224439_061515_07AE61_A77A,93.155126624355,-8.279441908891206,4.864598828262126,,18
S1A,S1A_IW_GRDH_1SDV_20251023T105642_20251023T105707_061552_07AFDF_9490,76.91951618366122,-7.817346026902521,4.981067020017567,,55
S1A,S1A_IW_GRDH_1SDV_20251023T105707_20251023T105732_061552_07AFDF_F5A3,21.954218561931516,-8.617503922670851,4.952361255953642,,55
S1A,S1A_IW_GRDH_1SDV_20251027T223608_20251027T223637_061617_07B27B_2338,27.492201714692637,-8.207271133593634,4.8234132665438665,,120
S1A,S1A_IW_GRDH_1SDV_20251028T110510_20251028T110535_061625_07B2D0_22AD,32.716538655442676,-9.139256686159477,5.129971059968671,,128
S1A,S1A_IW_GRDH_1SDV_20251101T224345_20251101T224414_061690_07B563_7292,0.17698650431300209,-11.568115895037444,3.5274664930318584,,18
S1A,S1A_IW_GRDH_1SDV_20251101T224414_20251101T224439_061690_07B563_41E5,93.15962788199293,-7.9364462706111585,5.268329366025778,,18
S1A,S1A_IW_GRDH_1SDV_20251104T105644_20251104T105709_061727_07B6CD_3DAD,95.11487586468022,-8.019686111419484,4.884832036707433,,55
S1A,S1A_IW_GRDH_1SDV_20251104T105709_20251104T105734_061727_07B6CD_8346,3.9187730577918636,-10.20474248721308,4.135620414260351,,55
S1A,S1A_IW_GRDH_1SDV_20251108T223607_20251108T223636_061792_07B955_9E99,27.49732319766051,-8.65586594359614,4.650501335261975,,120
S1A,S1A_IW_GRDH_1SDV_20251109T110445_20251109T110510_061800_07B9A8_88BD,3.156426206745185,-9.486463709840788,4.847685421584237,,128
S1A,S1A_IW_GRDH_1SDV_20251109T110510_20251109T110535_061800_07B9A8_3921,32.74533412470973,-9.777999301463701,4.947218221212294,,128
S1A,S1A_IW_GRDH_1SDV_20251113T224344_20251113T224413_061865_07BC25_016C,0.17497851855988208,-12.671426321419226,3.4468564881420285,,18
S1A,S1A_IW_GRDH_1SDV_20251113T224413_20251113T224438_061865_07BC25_17BE,93.19978244968149,-8.320539638573663,4.919966242377992,,18
